text,label
Ò(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?Ó,0
"No Music, No Sports: Why It’s Important to Cancel Public Events Amid COVID-19 Outbreak",1
LGBTQ people in the US are demanding to be treated first for coronavirus.,0
Whether coronavirus began with man having sex with a bat.,0
Environmental Cleaning and Disinfection Recommendations,1
"Cleveland Clinic, Meijer Donate Food, Supplies, Masks to Cleveland’s Ward 6 Community",1
6 best essential oils for the flu,1
New Billing Basics for Telemedicine,1
Data shows a massive release of sulfur dioxide gas near Wuhan.,0
Prof. Martin Bachmann on making millions of coronavirus vaccine doses,1
How humidity may affect COVID-19 outcome,1
Anesthesiologists Are Vital in the COVID-19 Fight: The Toll It Takes,1
"Lessons from the Spanish Flu: Early Restrictions Lowered Disease, Mortality Rates",1
Meat and Poultry Processing Workers and Employers,1
You can monitor yourself for COVID-19 with a breath test.,0
The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.Ó,0
Screening clients for respiratory infection symptoms at entry to homeless shelters,1
Autonomous shuttles help transport COVID-19 tests at Mayo Clinic in Florida,1
"Starting in March, if you travel outside of the United States you wonÕt be allowed back in the country Òdue to high risk of the coronavirus.Ó",0
ÒCOVID literally stands for Chinese Originated Viral Infectious Disease.Ó,0
Risk Factors for Death From COVID-19 Identified,1
Healthcare Professionals: Frequently Asked Questions and Answers,1
Influenza: Researchers Show That New Treatment Reduces Spread of Virus,1
"China's Controls May Have Headed Off 700,000 COVID-19 Cases: Study",1
Here’s What Happens to the Body After Contracting the New Coronavirus,1
Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.,0
Autoimmunity may be rising in the United States,1
COVID 19: Psychiatric Patients May Be Among the Hardest Hit,1
Mayo Clinic Laboratories significantly expands testing capability for the COVID-19 virus,1
"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.",0
If You Are Sick,1
"Hospital Celebrates 1,500th COVID-19 Survivor",1
Schools & Childcare: Guidance for School Settings,1
2020 Olympics Unlikely to Start in July,1
"New Coronavirus Wasn't Made in a Lab, Genomic Study Shows",1
"""Evaluation of the Effectiveness of Surveillance and Containment Measures for the First 100 Patients with COVID-19 in Singapore — January 2–February 29, 2020""",1
The Unusual COVID-19 Symptoms You Can Miss,1
"Engineered virus might be able to block coronavirus infections, mouse study shows",1
Who's Most at Risk From Coronavirus?,1
"Physicians, scientists and physician-scientists connect dots between heart disease, potential for worse COVID-19 outcomes",1
Coronavirus: Scientists could repurpose drugs to treat infection,1
The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,0
ÒRivers in Oklahoma are full of catfish carrying the virus.Ó,0
Why hand washing really could slow down an epidemic,1
Frequently Asked Questions about 2019 Novel Coronavirus (2019-nCoV),1
Coronavirus has been found in crab legs.,0
"Coronavirus Daily Digest: March 26, 2020",1
Managing patients with endocrine dysfunction during COVID-19,1
"""End in sight, but flare-ups likely in the Ebola outbreak in the Democratic Republic of the Congo""",1
Tribal Communities,1
Coronavirus cases linked to 5G rollout.,0
What To Do if You Are Sick,1
Coronavirus causes: Origin and how it spreads,1
IBD and COVID-19: Risks and advice,1
Here’s What We Know About Ibuprofen and COVID-19,1
Signature STEMI Sign May Be Less Diagnostic in the COVID-19 Age,1
Why You Need to Act Even If There Aren’t Any COVID-19 Cases in Your Town,1
Chest Imaging Guidelines Released for Pediatric COVID-19,1
"""GLOBAL NEWS: Busting myths on alcohol and COVID-19""",1
"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies",1
Grandpa’s Social Distance Dance-Off a Treat,1
Not All Biologics Compromise the Immune System,1
"Coronavirus Daily Digest: April 13, 2020",1
Trump’s Plan to Reopen the Nation,1
"2019 coronavirus can live for Òup to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.Ó",0
CDC in Action,1
Walmart is adopting a staggered schedule due to the coronavirus.,0
Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,0
Consuming colloidal silver can prevent or treat novel coronavirus.,0
Alternative Care Sites,1
"New Compounds Thwart Multiple Viruses, Including Coronavirus",1
British PM Admitted to Hospital for COVID-19,1
What Bus Transit Operators Need to Know About COVID-19,1
"COVID-19: A 'Marathon, Not a Sprint' for Psychiatry",1
"Coronavirus Daily Digest: April 2, 2020",1
Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,0
"""Scaling up coronavirus outbreak readiness in Ethiopia and across Africa""",1
COVID-19 and Angiotensin Drugs: Help or Harm?,1
COVID-19 and arthritis: Risks and precautions,1
Another COVID-19 Vaccine Being Tested in Mice,1
5G Technology Believed To Have Caused coronavirus,0
Drinking Òwater a lot and gargling with warm water and salt or vinegar eliminatesÓ the coronavirus.,0
Coronavirus Crisis Has Fewer Kids Getting Vaccines,1
Silver Solution used on strains of coronavirus Òtotally eliminates it. Kills it. Deactivates it.Ó,0
"Posts shared more than 2,000 times on social media appear to show a 2009 tweet from Donald Trump criticizing then-president Barack ObamaÕs handling of the H1N1 pandemic and placing ÒALL responsibilityÓ on presidents in a crisis.",0
"The Need Is Great, but Is It Safe to Donate Blood During the COVID-19 Outbreak?",1
Why are infections from animals so dangerous to humans?,1
"""Azerbaijan steps up COVID-19 preparedness and readiness measures, welcoming WHO mission""",1
How to Exercise at Home If You’re Avoiding the Gym During the COVID-19 Outbreak,1
What Health Experts Are Doing to Stop the Coronavirus from Spreading in the U.S.,1
Three Countries Have Kept Coronavirus in Check; Here's How They Did It,1
Is the anti-flu drug Avigan effective in treating COVID-19?,1
COVID-19: Vaccine may be ready by fall and other reasons for hope,1
Strategies to Allocate Ventilators from Stockpiles to Facilities,1
The Obama administration left President Donald Trump with a Òstockpile with a cupboard that was bare.Ó,0
"ÒCocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.Ó",0
"ÒThis lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.Ó",0
COVID-19 & Household Spread: How Likely?,1
WHO director overstated COVID-19 fatality rate as higher than flu.,0
"""Yes, Africans are being evicted in China amid fear of second COVID-19 wave""",1
U.S. State and Local Public Health Laboratories Reporting to CDC,1
A residential building was set on fire in Wuhan to control spread of coronavirus.,0
Officials say coronavirus killed 200 in Iran.,0
A flyer offers official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the U.S. state of Oregon.,0
Normal Chest X-ray Doesn't Rule Out COVID-19,1
Hospital Staff 'Looking for Reasons to Make Trouble' Amid COVID,1
Public Service Announcements (PSAs),1
Interim Guidance for Reopening Employers with Vulnerable Workers,1
Solving a Medical Mystery and Changing CDC Screenings for COVID-19,1
High levels of sulfur dioxide in Wuhan Òmay be a sign of mass cremations of victims of the coronavirus.Ó,0
Nanotech May Help Fight 'Cytokine Storm' of COVID,1
"Cats may be able to contract SARS-CoV-2, but evidence is limited",1
"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state.",0
COVID-19: Are the testes really a coronavirus reservoir?,1
Americans Are Accidentally Poisoning Themselves with Cleaning Supplies,1
CDC shares 9 tons of protective gear with responders,1
Viral publication says a video shows a Ògay party in Italy few weeks before COVID-19.Ó,0
Will the Coronavirus Outbreak Get Better This Summer? Maybe Not,1
What It’s Like to Be a Nurse Working on the Front Lines of COVID-19,1
Dr. Anthony Fauci Òwas telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.Ó,0
Medical Societies Issue Bold Statement of Physician Support,1
"""WHO delivers advice and support for older people during COVID-19""",1
"ÒBoil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages É Mucus is the problem, itÕs where the virus lives!Ó",0
How does the new coronavirus affect our pets?,1
"ThereÕs definitive proof that chloroquine, hydroxychloroquine, are effective against COVID-19.",0
Post says Harvard scientists say the coronavirus is Òspreading so fast that it will infect 70% of humanity this year.Ó,0
People Who Need to Take Extra Precautions,1
Test for Current Infection,1
Grandparents 'Grounded' From COVID-19 Crave Contact,1
Some COVID Patients Develop Guillain-Barre,1
"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",0
New Registry to Zero In on CVD Role in COVID-19 Pandemic,1
Caring for someone at home,1
Early flu symptoms: Signs in children and adults,1
"""Iraq produces COVID-19 laboratory supplies to test cases more rapidly""",1
Can Blood of COVID Survivors Help Others Recover?,1
"COMMENTARY: Dermatologist First, Businessman Second: Life During COVID-19",1
"""Virginia lags in coronavirus testing, as Mayor LeVar Stoney says""",1
U.S. Army Opens Field Hospital in New York City,1
Novel coronavirus: What we know so far,1
FAQs for Correctional and Detention Facilities,1
Interim Guidance for Healthcare Facilities,1
Study: Many Health Care Workers Lack Insurance,1
What We Know About the Long-Term Effects of COVID-19,1
Study: If We Use Masks COVID Deaths Could Fall 10%,1
Why does SARS-CoV-2 spread so easily?,1
Common coronaviruses appear to be highly seasonal,1
Discontinuation of In-Home Isolation for Immunocompromised Persons with COVID-19 (Interim Guidance),1
Will Coronavirus Exposure Mean Lasting Immunity?,1
COVID-19 Decimates Outpatient Visits,1
U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI,1
ÒThe coronavirus was engineered by scientists in a lab.Ó,0
People Hospitalized with COVID-19 Now Facing the Risk of Kidney Damage,1
"""Statement on the 5th meeting of the International Health Regulations (2005) Emergency Committee for Ebola virus disease in the Democratic Republic of the Congo on 14 April 2020""",1
"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, Òare being looked atÓ for possible coronavirus infections.",0
Scientists Òare shocked to discover that weed kills coronavirus.Ó,0
Pope Francis and his two aides have been infected with the new coronavirus,0
Brain Affected in 1 in 3 Cases of Severe COVID-19,1
COMMENTARY: COVID-19 Diary Day 2: Insomnia -- The Mark of Medical Practice,1
New Pathogenic Mechanism for Influenza NS1 Protein Found,1
How to Prepare,1
ÒThe North Carolina and Virginia State line is closed. Nothing in or out.Ó,0
"President Donald Trump tweeted, ÒI ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnÕt think of offending you with a check if IÕm not your president! #MAGAÓ",0
COVID-19 medical staff experience insomnia and higher stress,1
What School Nutrition Professionals and Volunteers at Schools Need to Know about COVID-19,1
For coronavirus cases Òin the U.S. 38% of those hospitalized are under 35.Ó,0
"""WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic""",1
No evidence that 5G is being forcibly installed in schools.,0
You Can't Get Coronavirus Through Sex: Study,1
First COVID Deaths in the US Mobilized a Dialysis Network,1
Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.,0
Link takes viewers to application for FEMA assistance in the US.,0
"10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.",0
"COVID-19: An Opportunity, Challenge for Addiction Treatment",1
"ÒWhile all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryptionÓ which means Òthe government will be able to see all of your messages and listen to all of your calls.Ó",0
A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.,0
People with large social networks are more civil online,1
Coronavirus on Fabric: What You Should Know,1
"Flu vaccine increases coronavirus risk 36%, says military study.",0
Clinical Care Guidance for Healthcare Professionals about Coronavirus (COVID-19),1
From Protests to Parties: Why Gathering in Groups Is a Terrible Idea Right Now,1
"Georgia’s Reopening: Dinner, a Movie and a Virus?",1
Talking with children about Coronavirus Disease 2019,1
Frequently Asked Questions about Hand Hygiene for Healthcare Personnel Responding to COVID-2019,1
New Study of Diabetes Drug for COVID-19 Raises Eyebrows,1
Coronavirus is a biological warfare weapon.,0
"""Joe Biden says Trump admin isn’t doing enough to protect workers from COVID-19""",1
COVID-19: How does it affect women's sexual and,1
Endocrine Society Meeting Canceled Because of Novel Coronavirus,1
COVID-19: Practical tips on staying safe,1
ÒCoronavirus,0
"House Speaker Nancy Pelosi delete a February 24, 2020, video of herself from Twitter in which she encouraged people to visit Chinatown in San Francisco.",0
"""World Blood Donor Day 2020""",1
1 in 5 Cancer Survivors Stays at Their Job Due to Fears of Losing Health Insurance,1
"""Keeping Workplaces, Homes, Schools, or Commercial Establishments Safe""",1
Health care workers union Òsuddenly finds a stash of 39 million face masks.Ó,0
Queen Elizabeth said Philippine President Rodrigo Duterte Òis the kind of leader who knows the way É Filipinos are very lucky to have him.Ó,0
Bill Gates helped fund a patent for coronavirus.,0
Resources for Correctional and Detention Facilities,1
NYT invented the video of a doctor fighting coronavirus in hospital.,0
About Half of COVID-19 Cases Show Digestive Signs,1
A Possible Treatment for COVID-19 and an Approach for Developing Others,1
President Donald Trump in the next 48 to 72 hours will impose a nationwide Òmandatory quarantine.Ó,0
Videos,1
"""IPA, WHO and UNICEF launch Read the World on International Children’s Book Day to support children and young people in isolation""",1
"10,000 people have died in Wuhan, China.",0
Evidence COVID Survivors' Blood May Help Very Ill,1
What If a COVID-19 Test Is Negative?,1
"Donald Trump said about coronavirus, ÒPeople are dying who have never died before.Ó",0
NCHS Mortality Surveillance Data,1
7 Tips for Running Your Practice in the Coronavirus Crisis,1
How Accurate Are Coronavirus Death Counts?,1
Travelers Returning from Cruise Ship and River Cruise Voyages,1
Coronavirus is a bioweapon leaked from a Wuhan lab.,0
A post says Òhair weave and lace fronts manufactured in China may contain the coronavirus.Ó,0
People Experiencing Homelessness,1
"Coronavirus Daily Digest: April 14, 2020",1
"Facebook posts claims the Asian, Hong Kong, swine and bird flus each Òkilled more people than coronavirus.Ó",0
A video purportedly showing COVID-19 victims in body bags strewn across the floor of a New York hospital was shared several thousand times in multiple languages on social media.,0
Can You Develop COVID-19 Twice? Here’s What We Know,1
Resources for Community and Faith-Based Leaders,1
Get Your Mass Gatherings or Large Community Events Ready,1
Coronavirus Rumor Mill Rampant With Bogus News,1
"A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim that it shows the US Federal Bureau of Investigation (FBI) raiding a synagogue that was used to hoard face masks and other medical equipment.",0
"""Study now says Wis. coronavirus cases will peak April 26. But that’s not the date that went viral.""",1
Says Goodwill used the pandemic Òto fire all of their employees instead of laying them off.Ó,0
"ÒThe coronavirus is the common cold, folks.Ó",0
Drinks to boost immune system: Do they work?,1
Abortion Access Shifting in Some States Amid COVID-19,1
A video of body bags being dumped in a ditch shows the Òsituation in ItalyÓ due to the coronavirus.,0
COVID-19 may overwhelm intensive care units in UK within weeks,1
"Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell the Òantidotes.Ó",0
How Contagious? Likely Before You Know You’re Sick,1
COVID-19: Employers Cut Doc Pay and Bonuses: What's Your Recourse?,1
Testing Sewage to Gauge Spread of Coronavirus,1
FDA Approved Drugs Show Promise Against COVID-19,1
"Amid PPE Shortage, Clinicians Face Harassment, Firing for Self-Care",1
Infection Prevention and Control in Diverse Settings,1
"""Digital technology for COVID-19 response""",1
Protect your home,1
COVID-19: Study estimates rate of 'silent transmission',1
"Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore.",0
Germs at the Gym: How to Work Out Without Worry,1
"What to Know About Diabetes, Blood Pressure Meds and COVID-19",1
"Claim that televangelist Pat Robertson said some young people Òare doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladiesÕ private parts and thatÕs where I think the (corona)virus came from.Ó",0
"The Other Side of COVID-19: Milder Cases, Recovery",1
The coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó,0
Illuminati controlled U.S. government; coronavirus caused by 5G.,0
"COVID-19 Daily: Office Visits Decimated, No 'Vaccine Nationalism'",1
"Tom Hanks died, confessed admiration for Trump.",0
Supermarkets are recalling coronavirus-infected toilet paper.,0
As Many as 50 Percent of People with COVID-19 Aren’t Aware They Have the Virus,1
Caring for Yourself at Home,1
Coping With Budget Stress During the Pandemic,1
Deforestation may drive animal-to-human infections,1
More Guidance on 'Vulnerable Subgroup' With Diabetes and COVID-19,1
COVID-19 workers get training to protect their own health,1
COVID-19 quarantine of cruise ship may have led to more infections,1
Video says President Donald Trump spawned the ÒWuhan super virus outbreak under code name Ôzyphr.ÕÓ,0
People Who are at Higher Risk,1
Post says Òbeing exposed to the sun for two hoursÓ kills the 2019 coronavirus.,0
Trial Drug Can Significantly Block Early Stages of COVID-19 in Engineered Human Tissues,1
Medicaid Nearing ‘Eye Of The Storm’ As Newly Unemployed Look For Coverage,1
"""Health System Response Monitor: WHO new tool analyses COVID-19 response measures across European countries""",1
Researchers Report First U.S. Dog With Coronavirus,1
Tweet says Daniel Radcliffe has the coronavirus.,0
Commentary: How to Start Doing Telemedicine Now (In the COVID-19 Crisis),1
Students in America have to repeat the same grade next year.,0
President Barack Obama Òwaited six months to call swine flu an emergency after thousands died.Ó,0
Flu Season Off to Early Start: More Than 3 Million Cases in the U.S.,1
Communication Resources,1
"COVID-19 Daily: Lung Ultrasound Triage, Telemedicine Guide",1
Here’s What Could Happen If Doctors Get COVID-19,1
"Checklist to Manage Hyperglycemia, DKA in Severe COVID-19",1
ÒItaly has decided not to treat their elderly for this virus.Ó,0
Remdesivir prevents MERS coronavirus disease in monkeys,1
Side Effects Halt Use of Chloroquine Vs. COVID-19,1
"President Donald Trump claims he ÒdidnÕt say thatÓ some of the medical equipment that governors are requesting, they donÕt actually need.",0
States Tighten Restrictions as Coronavirus Rages,1
COMMENTARY: Managing AML in a Pandemic: There's No Avoiding Difficult Choices,1
U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when Òpeople are dying that have never died before.Ó,0
"""First UN solidarity flight departs Addis Ababa carrying vital COVID-19 medical supplies to all African nations""",1
Evaluation for SARS-CoV-2 Testing in Animals,1
Do All Seniors Need Same Coronavirus Precautions?,1
Controversial Studies Find COVID-19 May Be Far More Widespread Than Previously Known,1
Says thereÕs an 800 number you can call to track the status of your stimulus check.,0
Closing schools has only a minor role in suppressing COVID-19,1
Don't Ignore Signs of Heart Attack During COVID-19,1
NYC Stopping Subways Overnight to Disinfect Trains,1
Military on streets of Philadelphia preparing to invoke martial law and bring citizens to FEMA camps.,0
Should Docs Stop Providing Routine Care in the Era of COVID-19?,1
Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are Òstuck in a warehouse.Ó,0
"""Obama knocks GOP’s stance on preexisting conditions during pandemic""",1
The media Òpulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.Ó,0
"""WHO ships emergency medical supplies to the Islamic Republic of Iran""",1
Control of COVID-19 in Nursing Homes Guidelines (2020),1
"""WHO guidelines to help European countries maintain essential health services during the COVID 19 pandemic""",1
"Guidance on Cardiac Implications of COVID-19 (ACC, 2020)",1
Funeral Homes Ponder Deaths In The Age Of COVID-19,1
How COVID-19 Affects the Brain,1
"""Louisiana governor is right, there was no suggestion Mardi Gras had to be canceled""",1
Using sauna or aiming a hairdryer at oneÕs nose will kill the coronavirus.,0
Coronavirus hits a 15% fatality rate.,0
COVID-19 Poses a Higher Risk for People with Asthma: What You Can Do,1
FDA Issues Warning About Hydroxychloroquine Over Heart Issues,1
Coronavirus disease 2019 (COVID-19) Checklist: Older Persons,1
Here’s What Older At-Risk People Should Know About the Coronavirus,1
Chicago Jail Has Highest Source of COVID-19 Cases,1
COMMENTARY: COVID-19: Don't Forget About Plasmapheresis,1
"""National Syndromic Surveillance Program (NSSP): Emergency Department Visits Percentage of Visits for COVID-19-Like Illness (CLI) or Influenza-like Illness (ILI) September 29, 2019 - April 4, 2020 Data as of April 9, 2020""",1
Interim Guidance for Administrators of US K-12 Schools and Childcare Programs,1
Mother-Baby Separation for COVID-19 Not Evidence-Based,1
Coronavirus: Is It Safe to Get Deliveries?,1
Gargling with warm water and salt or vinegar eliminates the coronavirus.,0
"ÒThe president looks like he was ahead of the curve Ð as you know, he talks about this all the time Ð on shutting down travel from China.Ó",0
Cases & Deaths by County,1
"A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",0
Coronavirus transmission: How it spreads and how to avoid it,1
New Test Will Give COVID-19 Results in 45 Minutes,1
"COVID-19 Daily: Doctor Support Hotline, New Mortality Data",1
Cocaine kills the coronavirus.,0
This Is What It Looks Like to Be #HighRiskCOVID19,1
Commentary: Physicians and Health Systems Can Reduce Fear Around COVID-19,1
ÒMainstream mediaÓ used a photo from a 2017 movie as an image for ItalyÕs coronavirus morgue.,0
COVID-19 is a hoax or scapegoat for economic disaster.,0
Every U.S. election year has a disease outbreak.,0
COVID-19: Scientists urge 'equitable and inclusive' response,1
Critics Lead Gilead to Drop Coronavirus Drug Status,1
ÒCoronavirus hoax,0
"""Fact-checking posts about mass graves in NYC""",1
3 U.S. Airports to Screen for Chinese Coronavirus,1
Some Could Show COVID-19 Symptoms After Quarantine,1
U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC,1
Isolation During Pandemic a Trigger for Depression,1
Excess Cancer Deaths Predicted as Care Disrupted by COVID-19,1
Says The New York Times exposed the Òreal reason behind coronavirus hype,0
Little Boy With Cystic Fibrosis Beats Coronavirus,1
"Common Coronaviruses Are Highly Seasonal, With Most Cases Peaking in Winter Months",1
"After Battling Flint Water Crisis, Doc Faces COVID Fight",1
ÒMy wife is suffering from coronavirus and she is pregnant. The doctor said she wonÕt survive it.Ó,0
Antiviral drug baloxavir reduces transmission of flu virus among ferrets,1
COVID-19 Pandemic Spells Trouble for Children's Health,1
Ò[The coronavirus is] ÔnewÕ yet it was lab-created and patented in 2015Ó.,0
ÒWisconsin is the only state where all Republicans voted against protecting its citizens.Ó,0
Coronavirus (COVID-19) Video Resources for Media Outlets,1
Birx: Social Distancing Will Last Through Summer,1
Scientists Seek Answers to Hypertension-COVID-19 Link,1
Radio host Rush Limbaugh compares novel coronavirus to Òthe common cold.Ó,0
CBS aired wrong video footage of a coronavirus hospital.,0
SARS-CoV-2: Study confirms previous incubation period estimates,1
"Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers.",0
CDC Statement on Self-Quarantine Guidance for Greater New York City Transportation and Delivery Workers,1
Coronavirus News: Italy Now Leads The World In Coronavirus Deaths,1
Downloadable Videos,1
Why You Should Be Skeptical of Early Results of COVID-19 Drug,1
Criteria for Return to Work for Healthcare Personnel with Confirmed or Suspected (COVID-19),1
Blood and Plasma Collection,1
The names of coronavirus victims have been published online in media.,0
Bill Gates wrote a letter saying COVID-19 is teaching humans a lesson.,0
President Donald Trump will announce that a scientist Òfinally found a vaccine to cure coronavirus.Ó,0
Says Nancy PelosiÕs coronavirus bill includes Òtax credits for solar and wind energy É retirement plans for community newspaper employees É $300 million for PBS É climate change studiesÓ and more.,0
"Where Did the New Coronavirus Come From? Potentially a Bat, Snake, or Pangolin",1
"""GLOBAL: WHO has developed and made available online a tool for behavioural insights on COVID-19""",1
AAO Urges Ophthalmologists to Provide Emergency Care Only,1
CEO Resignations Are Linked To Global Conspiracy.,0
Can Hospitals Handle a Surge of COVID-19 Cases?,1
Hospitals donÕt allow parents to visit children with COVID-19 in the hospital.,0
Coronavirus Disease 2019 (COVID-19),1
"COVID-19 Timeline: What Outbreak Could Look Like in 3 Months, 6 Months, 1 Year",1
Keep Calm: Under 25s With Diabetes Not Hospitalized Due to COVID-19,1
"COVID-19 Daily: Remdesivir Results, Resident Abuse",1
FDA OKs Ventilator Sharing,1
Blood Clotting a Significant Cause of Death in Patients With COVID-19,1
