text,label,clean_text
Scammers Taking Advantage of N95 Mask Shoratge,1,scammers taking advantage n mask shoratge
Training for Healthcare Professionals,1,training healthcare professionals
Coronavirus Has Killed Thousands at Nursing Homes,1,coronavirus killed thousands nursing homes
How COVID-19 affects domestic violence rates,1,covid affects domestic violence rates
COMMENTARY: COVID-19 Diary Day 1: Something Wicked This Way Comes,1,commentary covid diary day something wicked way comes
"Says a photo shows the ÒSAME EXACT PEOPLEÓ at Òtwo different beachesÓ in Los Angeles County and Jacksonville, Florida.",0,says photo shows exact people two different beaches los angeles county jacksonville florida
The Chinese Communist Party Òwill finally admit that the real source of the coronavirus is from Ôa lab in WuhanÕ linked to its covert biological weapon programs.Ó,0,chinese communist party finally admit real source coronavirus lab wuhan linked covert biological weapon programs
How the COVID-19 Outbreak in the U.S. May Unfold in the Coming Days,1,covid outbreak us may unfold coming days
Situation Summary,1,situation summary
"As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.",0,tanzania zambia confirmed fist cases new coronavirus
Institutes of Higher Education Checklist,1,institutes higher education checklist
What can be done to stop the spread of viruses?,1,done stop spread viruses
"""An online platform for COVID-19 guidance and research for the Americas region""",1,online platform covid guidance research americas region
Social Media Toolkit,1,social media toolkit
Letter from the Editor: Keeping hope,1,letter editor keeping hope
Martial law is imminent in United States.,0,martial law imminent united states
Lawmakers Reach Deal on Coronavirus Relief Package,1,lawmakers reach deal coronavirus relief package
Forget the Toilet Seat — Shower Curtains Have Most Germs in Your Bathroom,1,forget toilet seat shower curtains germs bathroom
Johnson & Johnson to Test COVID Vaccine Candidate,1,johnson johnson test covid vaccine candidate
"The coronavirus Òsnuck up on us,Ó adding that it is Òa very unforeseen thing.Ó",0,coronavirus snuck us adding unforeseen thing
Does vaping reduce your chances of getting the coronavirus?,0,vaping reduce chances getting coronavirus
ÒDonald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!Ó,0,donald trump would receive million three hotels closed four days republican bill hell right
Coronavirus is in Des Moines. (Jan. 29),0,coronavirus des moines jan
"Cough, Fever, Fatigue? Head to CDC's Online Coronavirus Symptom Checker",1,cough fever fatigue head cdcs online coronavirus symptom checker
SARS-CoV-2 may affect more children than scientists initially thought,1,sarscov may affect children scientists initially thought
Additional Training Objectives,1,additional training objectives
Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers,1,percentage visits ili age group reported subset ilinet providers
20% of US COVID-19 Deaths Were Young Adults,1,us covid deaths young adults
COVID-19 and bronchitis: Risks and precautions,1,covid bronchitis risks precautions
FDA Warns to Watch for Fake COVID-19 Tests,1,fda warns watch fake covid tests
Cautionary Tale Spurs 'World's First' COVID-19 Psychiatric Ward,1,cautionary tale spurs worlds first covid psychiatric ward
No Benefit Found in Using Broad-Spectrum Antibiotics as Initial Pneumonia Treatment,1,benefit found using broadspectrum antibiotics initial pneumonia treatment
Most of Georgia’s COVID-19 Hospitalized Are Black,1,georgias covid hospitalized black
"Record High Flu Hospitalization Rates for Young Kids, Young Adults",1,record high flu hospitalization rates young kids young adults
"""WHO works with countries from the South-East Asia Region""",1,works countries southeast asia region
Blood Clots Are Another Dangerous COVID-19 Mystery,1,blood clots another dangerous covid mystery
Other At-Risk Populations,1,atrisk populations
"USMLE Tests Resume May 1, Sparking Student Concerns",1,usmle tests resume may sparking student concerns
Why returning to the COVID-19 front line is so difficult for doctors,1,returning covid front line difficult doctors
IDSA Guidelines for Management of COVID-19 (2020),1,idsa guidelines management covid
COVID-19: Dramatic Changes to Telepsychiatry Rules and Regs,1,covid dramatic changes telepsychiatry rules regs
It’s Too Early to Know If Hydroxychloroquine Will Help Treat People with COVID-19,1,early know hydroxychloroquine help treat people covid
"Flu Season 2019: Cases Top 5 Million, Infections May Increase Over the Holidays",1,flu season cases top million infections may increase holidays
"Flu shots pros and cons: Benefits, risks, and safety",1,flu shots pros cons benefits risks safety
Cristiano Ronaldo is turning his hotels into hospitals to fight coronavirus.,0,cristiano ronaldo turning hotels hospitals fight coronavirus
"Coronavirus Daily Digest: April 17, 2020",1,coronavirus daily digest april
"""New Ebola case confirmed in the Democratic Republic of the Congo""",1,new ebola case confirmed democratic republic congo
Cardiac Arrests Out-of-Hospital Soar During COVID-19 in Italy,1,cardiac arrests outofhospital soar covid italy
Can the Flu Shot Help Fight Cancer?,1,flu shot help fight cancer
COVID-19 and Cruise Ship Travel,1,covid cruise ship travel
Global COVID-19,1,global covid
The Food and Drug Administration (FDA) authorized BodysphereÕs two-minute COVID-19 testing kit.,0,food drug administration fda authorized bodyspheres twominute covid testing kit
Strategies for Optimizing the Supply of N95 Respirators: Contingency Capacity Strategies,1,strategies optimizing supply n respirators contingency capacity strategies
"""Most NC legislators in 'high risk age group' for coronavirus""",1,nc legislators high risk age group coronavirus
Coronavirus Ravages New Orleans Retirement Home,1,coronavirus ravages new orleans retirement home
Michigan governor violated social distancing order while signing stay-at-home order.,0,michigan governor violated social distancing order signing stayathome order
"Gov. Andrew Cuomo Òwas simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.Ó",0,gov andrew cuomo simply saying share percent excess nonused ventilators help people parts state voluntary basis would great course reaction positive
Hospitals Update Hydroxychloroquine Protocols After FDA Warning,1,hospitals update hydroxychloroquine protocols fda warning
Do I Have COVID-19? Doctors’ Free Tools May Tell,1,covid doctors free tools may tell
"""WHO releases guidelines to help countries maintain essential health services during the COVID-19 pandemic""",1,releases guidelines help countries maintain essential health services covid pandemic
Happy Hours: More People Drinking While Working from Home During COVID-19,1,happy hours people drinking working home covid
"Coronavirus Is Aerosolized Through Talking, Exhalation",1,coronavirus aerosolized talking exhalation
ÒMichigan Governor Gretchen Whitmer bans buying US flags during lockdown.Ó,0,michigan governor gretchen whitmer bans buying us flags lockdown
Does Your Blood Type Increase Your Risk for Coronavirus?,1,blood type increase risk coronavirus
Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),1,coronavirus disease covidassociated hospitalization surveillance network covidnet
Florida man is arrested for robbery using cough as a weapon.,0,florida man arrested robbery using cough weapon
SARS-CoV-2 may be here to stay,1,sarscov may stay
"Coronavirus: 81% of cases are mild, study says",1,coronavirus cases mild study says
Hand washing advice for people with skin conditions,1,hand washing advice people skin conditions
CDC admitted to lying about COVID-19 death stats.,0,cdc admitted lying covid death stats
NCHS Mortality Surveillance Data,1,nchs mortality surveillance data
"ÒWeÕve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.Ó",0,weve got give american public rough estimate long think going take based mostly south korean model seems trajectory thankfully italian model
"Speaking of his restriction on travel from China, President Donald Trump claims",0,speaking restriction travel china president donald trump claims
Some COVID-19 Patients Still Have Coronavirus After Symptoms Disappear,1,covid patients still coronavirus symptoms disappear
CMS Chief Says $81B Released in Accelerated Payments for COVID-19,1,cms chief says b released accelerated payments covid
Interim Guidance for Collection and Submission of Postmortem Specimens from Deceased Persons Under Investigation (PUI) for COVID-19,1,interim guidance collection submission postmortem specimens deceased persons investigation pui covid
Preventing the Spread of Coronavirus Disease 2019 in Homes and Residential Communities,1,preventing spread coronavirus disease homes residential communities
